id,label
0,2
1,9
2,0
3,0
4,7
5,3
6,9
7,3
8,4
9,3
10,9
11,5
12,0
13,5
14,5
15,8
16,3
17,5
18,2
19,9
20,9
21,3
22,2
23,2
24,3
25,7
26,3
27,8
28,7
29,2
30,2
31,4
32,0
33,1
34,2
35,6
36,1
37,2
38,6
39,1
40,4
41,9
42,7
43,7
44,9
45,8
46,3
47,5
48,5
49,7
50,7
51,4
52,0
53,6
54,8
55,8
56,2
57,4
58,8
59,4
60,0
61,5
62,8
63,1
64,3
65,5
66,8
67,7
68,0
69,0
70,4
71,8
72,8
73,0
74,0
75,8
76,9
77,0
78,1
79,6
80,8
81,5
82,0
83,6
84,3
85,0
86,7
87,8
88,5
89,2
90,1
91,5
92,1
93,2
94,8
95,9
96,2
97,0
98,3
99,7
100,3
101,2
102,2
103,7
104,6
105,2
106,1
107,5
108,2
109,5
110,1
111,9
112,4
113,5
114,7
115,8
116,4
117,3
118,1
119,7
120,8
121,4
122,1
123,8
124,8
125,9
126,2
127,4
128,1
129,9
130,5
131,6
132,6
133,6
134,2
135,4
136,9
137,4
138,2
139,2
140,3
141,9
142,8
143,5
144,5
145,9
146,6
147,1
148,2
149,7
150,5
151,0
152,8
153,6
154,2
155,4
156,5
157,0
158,2
159,0
160,9
161,0
162,9
163,2
164,7
165,4
166,7
167,5
168,7
169,2
170,5
171,9
172,4
173,5
174,2
175,2
176,6
177,3
178,1
179,2
180,0
181,8
182,5
183,7
184,4
185,3
186,0
187,2
188,1
189,3
190,7
191,7
192,6
193,3
194,2
195,9
196,6
197,2
198,3
199,4
200,8
201,2
202,1
203,6
204,2
205,3
206,3
207,0
208,0
209,9
210,1
211,8
212,3
213,3
214,2
215,6
216,5
217,8
218,4
219,6
220,2
221,9
222,0
223,4
224,2
225,5
226,4
227,9
228,2
229,2
230,2
231,7
232,1
233,5
234,3
235,5
236,0
237,8
238,5
239,6
240,2
241,1
242,2
243,3
244,6
245,8
246,8
247,4
248,9
249,5
250,6
251,4
252,1
253,5
254,4
255,1
256,0
257,2
258,4
259,1
260,9
261,2
262,0
263,0
264,3
265,3
266,2
267,2
268,6
269,4
270,8
271,2
272,4
273,1
274,3
275,3
276,7
277,6
278,5
279,5
280,5
281,5
282,0
283,7
284,7
285,1
286,8
287,8
288,5
289,4
290,1
291,7
292,8
293,3
294,4
295,8
296,7
297,1
298,3
299,9
300,2
301,7
302,3
303,5
304,5
305,0
306,3
307,5
308,6
309,5
310,8
311,7
312,4
313,6
314,7
315,4
316,7
317,4
318,6
319,3
320,1
321,2
322,7
323,5
324,6
325,6
326,5
327,6
328,2
329,5
330,8
331,3
332,3
333,7
334,5
335,0
336,8
337,5
338,8
339,5
340,5
341,5
342,0
343,4
344,0
345,3
346,4
347,8
348,6
349,3
350,2
351,6
352,7
353,9
354,2
355,9
356,6
357,6
358,2
359,3
360,9
361,3
362,9
363,8
364,8
365,1
366,2
367,2
368,1
369,7
370,3
371,1
372,5
373,3
374,2
375,1
376,5
377,7
378,7
379,4
380,3
381,8
382,1
383,7
384,3
385,2
386,8
387,2
388,2
389,8
390,0
391,1
392,6
393,2
394,5
395,0
396,0
397,1
398,6
399,2
400,6
401,5
402,7
403,3
404,2
405,8
406,9
407,6
408,8
409,5
410,1
411,4
412,0
413,0
414,5
415,1
416,7
417,7
418,0
419,2
420,8
421,1
422,4
423,1
424,0
425,9
426,1
427,8
428,7
429,0
430,9
431,0
432,8
433,4
434,8
435,1
436,4
437,8
438,0
439,9
440,0
441,3
442,5
443,0
444,7
445,3
446,9
447,6
448,1
449,3
450,5
451,5
452,3
453,0
454,4
455,2
456,4
457,1
458,4
459,2
460,0
461,1
462,8
463,1
464,8
465,2
466,0
467,8
468,8
469,7
470,1
471,4
472,2
473,2
474,0
475,8
476,2
477,3
478,5
479,1
480,0
481,6
482,9
483,0
484,5
485,6
486,1
487,8
488,7
489,6
490,9
491,9
492,8
493,7
494,8
495,3
496,2
497,1
498,1
499,0
500,9
501,5
502,5
503,4
504,8
505,9
506,5
507,0
508,3
509,6
510,6
511,1
512,5
513,6
514,3
515,8
516,9
517,6
518,8
519,2
520,2
521,5
522,2
523,4
524,3
525,3
526,1
527,3
528,8
529,9
530,8
531,8
532,7
533,2
534,8
535,0
536,6
537,2
538,0
539,2
540,1
541,0
542,7
543,2
544,2
545,9
546,9
547,0
548,0
549,5
550,9
551,3
552,9
553,4
554,5
555,0
556,6
557,0
558,5
559,6
560,2
561,8
562,5
563,3
564,3
565,5
566,5
567,5
568,2
569,9
570,1
571,7
572,1
573,3
574,6
575,9
576,6
577,4
578,4
579,5
580,5
581,5
582,3
583,8
584,0
585,5
586,0
587,1
588,2
589,8
590,5
591,8
592,3
593,1
594,9
595,0
596,7
597,7
598,5
599,5
600,0
601,6
602,5
603,8
604,3
605,6
606,4
607,2
608,3
609,0
610,9
611,9
612,7
613,2
614,3
615,3
616,4
617,0
618,5
619,5
620,2
621,0
622,5
623,8
624,5
625,5
626,2
627,7
628,6
629,3
630,5
631,9
632,6
633,4
634,6
635,3
636,8
637,5
638,9
639,6
640,7
641,7
642,9
643,6
644,4
645,4
646,4
647,7
648,4
649,0
650,5
651,1
652,3
653,2
654,6
655,2
656,5
657,5
658,9
659,6
660,6
661,6
662,0
663,8
664,5
665,4
666,0
667,0
668,3
669,7
670,4
671,1
672,9
673,6
674,5
675,2
676,8
677,3
678,3
679,5
680,5
681,7
682,7
683,9
684,5
685,9
686,6
687,2
688,4
689,5
690,0
691,8
692,2
693,5
694,6
695,5
696,7
697,1
698,1
699,7
700,3
701,6
702,1
703,5
704,6
705,0
706,6
707,6
708,2
709,8
710,7
711,2
712,9
713,0
714,8
715,0
716,5
717,1
718,2
719,0
720,0
721,4
722,7
723,2
724,1
725,0
726,5
727,9
728,3
729,5
730,4
731,5
732,6
733,3
734,9
735,4
736,4
737,9
738,8
739,7
740,4
741,7
742,7
743,5
744,4
745,8
746,9
747,0
748,2
749,1
750,0
751,6
752,7
753,0
754,2
755,4
756,0
757,4
758,7
759,5
760,8
761,7
762,3
763,4
764,9
765,2
766,6
767,0
768,1
769,7
770,8
771,9
772,7
773,0
774,3
775,0
776,2
777,7
778,5
779,3
780,3
781,1
782,3
783,8
784,5
785,4
786,3
787,8
788,8
789,9
790,0
791,6
792,8
793,3
794,0
795,6
796,0
797,0
798,9
799,9
800,9
801,5
802,3
803,2
804,4
805,2
806,7
807,7
808,7
809,2
810,3
811,1
812,5
813,7
814,3
815,8
816,4
817,8
818,6
819,0
820,2
821,8
822,0
823,9
824,8
825,5
826,1
827,3
828,2
829,7
830,6
831,3
832,5
833,5
834,7
835,8
836,5
837,1
838,6
839,8
840,1
841,0
842,8
843,9
844,0
845,9
846,7
847,5
848,3
849,1
850,7
851,2
852,2
853,5
854,2
855,6
856,6
857,2
858,8
859,8
860,1
861,2
862,4
863,4
864,9
865,4
866,2
867,8
868,6
869,8
870,9
871,6
872,7
873,1
874,6
875,3
876,2
877,8
878,0
879,5
880,7
881,1
882,8
883,2
884,8
885,4
886,2
887,1
888,4
889,4
890,0
891,2
892,7
893,6
894,6
895,9
896,9
897,0
898,4
899,4
900,8
901,5
902,0
903,8
904,0
905,5
906,6
907,9
908,0
909,2
910,4
911,7
912,5
913,3
914,1
915,2
916,4
917,2
918,8
919,4
920,8
921,4
922,1
923,5
924,0
925,8
926,2
927,2
928,4
929,2
930,1
931,1
932,8
933,2
934,2
935,9
936,2
937,0
938,5
939,2
940,0
941,5
942,9
943,3
944,2
945,1
946,5
947,8
948,5
949,2
950,7
951,0
952,9
953,4
954,6
955,3
956,4
957,5
958,9
959,3
960,2
961,6
962,2
963,5
964,5
965,4
966,2
967,9
968,8
969,0
970,8
971,6
972,4
973,2
974,7
975,6
976,1
977,6
978,5
979,0
980,1
981,1
982,1
983,6
984,1
985,4
986,3
987,9
988,0
989,0
990,5
991,2
992,0
993,4
994,6
995,2
996,9
997,6
998,0
999,1
1000,4
1001,4
1002,0
1003,2
1004,6
1005,6
1006,0
1007,2
1008,6
1009,0
1010,0
1011,8
1012,3
1013,5
1014,6
1015,0
1016,5
